PatientIDs,CTmax,CTmin,PTmax,PTmin,CTSizeX,CTSizeY,CTSizeZ,PTSizeX,PTSizeY,PTSizeZ,GTSizeX,GTSizeY,GTSizeZ,CTSpacingX,CTSpacingY,CTSpacingZ,PTSpacingX,PTSpacingY,PTSpacingZ,GTSpacingX,GTSpacingY,GTSpacingZ
MDA-065,908.9272,-2048.0,23.034153,0.0,128,128,127,128,128,127,128,128,127,5.46875,5.46875,3.27,5.46875,5.46875,3.27,5.46875,5.46875,3.27
MDA-066,924.0347,-3024.0,11.34167,0.0,128,128,127,128,128,127,128,128,127,5.46875,5.46875,3.27,5.46875,5.46875,3.27,5.46875,5.46875,3.27
MDA-067,969.6659,-2048.0,36.18037,0.0,128,128,227,128,128,227,128,128,227,4.296875,4.296875,4.25,4.296875,4.296875,4.25,4.296875,4.296875,4.25
MDA-068,903.66266,-2048.0,13.986612,0.0,128,128,127,128,128,127,128,128,127,5.46875,5.46875,3.27,5.46875,5.46875,3.27,5.46875,5.46875,3.27
MDA-069,1035.3427,-2048.0,22.607985,0.0,128,128,127,128,128,127,128,128,127,5.46875,5.46875,3.27,5.46875,5.46875,3.27,5.46875,5.46875,3.27
MDA-071,962.2099,-2048.0,19.886208,0.0,128,128,127,128,128,127,128,128,127,5.46875,5.46875,3.27,5.46875,5.46875,3.27,5.46875,5.46875,3.27
MDA-072,1118.1582,-2048.0,34.29738,0.0,128,128,311,128,128,311,128,128,311,5.46875,5.46875,3.2700646,5.46875,5.46875,3.2700646,5.46875,5.46875,3.2700646
MDA-073,1149.0154,-2048.0,19.804468,0.0,128,128,127,128,128,127,128,128,127,5.46875,5.46875,3.27,5.46875,5.46875,3.27,5.46875,5.46875,3.27
MDA-074,938.7261,-2048.0,64.17348,0.0,128,128,259,128,128,259,128,128,259,4.296875,4.296875,4.25,4.296875,4.296875,4.25,4.296875,4.296875,4.25
MDA-076,1026.3734,-2048.0,16.721516,0.0,128,128,127,128,128,127,128,128,127,5.46875,5.46875,3.27,5.46875,5.46875,3.27,5.46875,5.46875,3.27
MDA-077,689.2384,-2048.0,20.859533,0.0,128,128,127,128,128,127,128,128,127,5.46875,5.46875,3.27,5.46875,5.46875,3.27,5.46875,5.46875,3.27
MDA-079,1364.2074,-2048.0,17.304234,0.0,128,128,127,128,128,127,128,128,127,5.46875,5.46875,3.27,5.46875,5.46875,3.27,5.46875,5.46875,3.27
MDA-080,796.54156,-2048.0,9.493548,0.0,128,128,127,128,128,127,128,128,127,5.46875,5.46875,3.27,5.46875,5.46875,3.27,5.46875,5.46875,3.27
MDA-082,856.96954,-2048.0,15.630332,0.0,128,128,127,128,128,127,128,128,127,5.46875,5.46875,3.27,5.46875,5.46875,3.27,5.46875,5.46875,3.27
MDA-083,1472.9199,-2048.0,18.323557,0.0,128,128,127,128,128,127,128,128,127,5.46875,5.46875,3.27,5.46875,5.46875,3.27,5.46875,5.46875,3.27
MDA-084,1926.5327,-2048.0,13.659399,0.0,128,128,127,128,128,127,128,128,127,5.46875,5.46875,3.27,5.46875,5.46875,3.27,5.46875,5.46875,3.27
MDA-085,896.0084,-2048.0,11.858526,0.0,128,128,127,128,128,127,128,128,127,5.46875,5.46875,3.27,5.46875,5.46875,3.27,5.46875,5.46875,3.27
MDA-086,1203.4281,-2048.0,44.083767,0.0,128,128,335,128,128,335,128,128,335,5.46875,5.46875,3.2701197,5.46875,5.46875,3.2701197,5.46875,5.46875,3.2701197
MDA-087,1272.6528,-2048.0,33.14507,0.0,128,128,311,128,128,311,128,128,311,5.46875,5.46875,3.2700646,5.46875,5.46875,3.2700646,5.46875,5.46875,3.2700646
MDA-088,942.11096,-2048.0,17.282839,0.0,128,128,127,128,128,127,128,128,127,5.46875,5.46875,3.27,5.46875,5.46875,3.27,5.46875,5.46875,3.27
MDA-089,803.16766,-2048.0,17.802406,0.0,128,128,127,128,128,127,128,128,127,5.46875,5.46875,3.27,5.46875,5.46875,3.27,5.46875,5.46875,3.27
MDA-090,822.969,-2048.0,18.551226,0.0,128,128,91,128,128,91,128,128,91,5.46875,5.46875,3.2702222,5.46875,5.46875,3.2702222,5.46875,5.46875,3.2702222
MDA-091,640.00586,-2048.0,14.252373,0.0,128,128,127,128,128,127,128,128,127,5.46875,5.46875,3.27,5.46875,5.46875,3.27,5.46875,5.46875,3.27
MDA-093,885.84265,-2048.0,25.17925,0.0,128,128,127,128,128,127,128,128,127,5.46875,5.46875,3.27,5.46875,5.46875,3.27,5.46875,5.46875,3.27
MDA-094,687.5161,-2048.0,17.782522,0.0,128,128,127,128,128,127,128,128,127,5.46875,5.46875,3.27,5.46875,5.46875,3.27,5.46875,5.46875,3.27
MDA-095,688.86426,-2048.0,15.825499,0.0,128,128,127,128,128,127,128,128,127,5.46875,5.46875,3.27,5.46875,5.46875,3.27,5.46875,5.46875,3.27
MDA-096,867.7079,-2048.0,20.080965,0.0,128,128,127,128,128,127,128,128,127,5.46875,5.46875,3.27,5.46875,5.46875,3.27,5.46875,5.46875,3.27
MDA-099,881.5525,-2048.0,14.644295,0.0,128,128,127,128,128,127,128,128,127,5.46875,5.46875,3.27,5.46875,5.46875,3.27,5.46875,5.46875,3.27
MDA-101,1305.8657,-2048.0,59.025402,0.0,128,128,287,128,128,287,128,128,287,5.46875,5.46875,3.27,5.46875,5.46875,3.27,5.46875,5.46875,3.27
MDA-103,1327.4751,-2048.0,63.785194,0.0,128,128,311,128,128,311,128,128,311,4.6875,4.6875,3.2700646,4.6875,4.6875,3.2700646,4.6875,4.6875,3.2700646
MDA-105,1000.31866,-2048.0,17.39926,0.0,192,192,119,192,192,119,192,192,119,3.6458333,3.6458333,3.27,3.6458333,3.6458333,3.27,3.6458333,3.6458333,3.27
MDA-107,1537.8038,-2048.0,15.154957,0.0,192,192,119,192,192,119,192,192,119,3.6458333,3.6458333,3.27,3.6458333,3.6458333,3.27,3.6458333,3.6458333,3.27
MDA-108,988.0964,-1024.0,75.16405,0.0,200,200,208,200,200,208,200,200,208,4.07283,4.07283,5.0,4.07283,4.07283,5.0,4.07283,4.07283,5.0
MDA-109,1091.8424,-2048.0,59.974285,0.0,128,128,335,128,128,335,128,128,335,5.46875,5.46875,3.2701197,5.46875,5.46875,3.2701197,5.46875,5.46875,3.2701197
MDA-110,1588.568,-2048.0,13.322445,0.0,256,256,134,256,256,134,256,256,134,2.734375,2.734375,2.8,2.734375,2.734375,2.8,2.734375,2.734375,2.8
MDA-111,1037.4363,-1024.0,64.25398,0.0,168,168,195,168,168,195,168,168,195,4.06271,4.06271,5.0,4.06271,4.06271,5.0,4.06271,4.06271,5.0
MDA-112,1693.8157,-2048.0,16.73136,0.0,256,256,119,256,256,119,256,256,119,2.734375,2.734375,3.27,2.734375,2.734375,3.27,2.734375,2.734375,3.27
MDA-113,1430.8539,-2048.0,13.926713,0.0,256,256,134,256,256,134,256,256,134,2.734375,2.734375,2.8,2.734375,2.734375,2.8,2.734375,2.734375,2.8
MDA-114,2643.4177,-2048.0,20.023283,0.0,192,192,119,192,192,119,192,192,119,3.6458333,3.6458333,3.27,3.6458333,3.6458333,3.27,3.6458333,3.6458333,3.27
MDA-115,767.72797,-2048.0,35.172844,0.0,128,128,127,128,128,127,128,128,127,5.46875,5.46875,3.27,5.46875,5.46875,3.27,5.46875,5.46875,3.27
MDA-116,1343.9246,-2048.0,15.082997,0.0,256,256,119,256,256,119,256,256,119,2.734375,2.734375,3.27,2.734375,2.734375,3.27,2.734375,2.734375,3.27
MDA-119,1639.3011,-2048.0,17.240137,0.0,256,256,134,256,256,134,256,256,134,2.734375,2.734375,2.8,2.734375,2.734375,2.8,2.734375,2.734375,2.8
MDA-121,2211.2488,-2048.0,13.92132,0.0,256,256,119,256,256,119,256,256,119,2.734375,2.734375,3.27,2.734375,2.734375,3.27,2.734375,2.734375,3.27
MDA-123,1348.7163,-2048.0,19.84618,0.0,128,128,267,128,128,267,128,128,267,5.46875,5.46875,3.27,5.46875,5.46875,3.27,5.46875,5.46875,3.27
MDA-124,1804.5621,-2048.0,17.196856,0.0,256,256,119,256,256,119,256,256,119,2.734375,2.734375,3.27,2.734375,2.734375,3.27,2.734375,2.734375,3.27
MDA-126,866.1643,-2048.0,18.122465,0.0,128,128,127,128,128,127,128,128,127,5.46875,5.46875,3.27,5.46875,5.46875,3.27,5.46875,5.46875,3.27
MDA-127,2718.5173,-1024.0,16.776163,0.0,256,256,174,256,256,174,256,256,174,3.1819,3.1819,2.0,3.1819,3.1819,2.0,3.1819,3.1819,2.0
MDA-129,1409.4714,-2048.0,11.688707,0.0,128,128,127,128,128,127,128,128,127,5.46875,5.46875,3.27,5.46875,5.46875,3.27,5.46875,5.46875,3.27
MDA-130,992.85895,-2048.0,34.078575,0.0,128,128,127,128,128,127,128,128,127,5.46875,5.46875,3.27,5.46875,5.46875,3.27,5.46875,5.46875,3.27
MDA-131,998.1407,-2048.0,13.145798,0.0,128,128,127,128,128,127,128,128,127,5.46875,5.46875,3.27,5.46875,5.46875,3.27,5.46875,5.46875,3.27
MDA-132,644.2018,-2048.0,12.641806,0.0,128,128,127,128,128,127,128,128,127,5.46875,5.46875,3.27,5.46875,5.46875,3.27,5.46875,5.46875,3.27
MDA-133,947.1074,-2048.0,12.540347,0.0,128,128,127,128,128,127,128,128,127,5.46875,5.46875,3.27,5.46875,5.46875,3.27,5.46875,5.46875,3.27
MDA-134,872.9736,-2048.0,14.12265,0.0,128,128,127,128,128,127,128,128,127,5.46875,5.46875,3.27,5.46875,5.46875,3.27,5.46875,5.46875,3.27
MDA-135,714.0702,-2048.0,15.150539,0.0,128,128,127,128,128,127,128,128,127,5.46875,5.46875,3.27,5.46875,5.46875,3.27,5.46875,5.46875,3.27
MDA-138,649.2262,-2048.0,12.937457,0.0,128,128,127,128,128,127,128,128,127,5.46875,5.46875,3.27,5.46875,5.46875,3.27,5.46875,5.46875,3.27
MDA-139,938.6495,-2048.0,43.136105,0.0,128,128,127,128,128,127,128,128,127,5.46875,5.46875,3.27,5.46875,5.46875,3.27,5.46875,5.46875,3.27
MDA-140,802.1439,-2048.0,25.989162,0.0,128,128,127,128,128,127,128,128,127,5.46875,5.46875,3.27,5.46875,5.46875,3.27,5.46875,5.46875,3.27
MDA-141,900.792,-2048.0,16.012257,0.0,128,128,127,128,128,127,128,128,127,5.46875,5.46875,3.27,5.46875,5.46875,3.27,5.46875,5.46875,3.27
MDA-142,1182.6208,-2048.0,14.883904,0.0,128,128,127,128,128,127,128,128,127,5.46875,5.46875,3.27,5.46875,5.46875,3.27,5.46875,5.46875,3.27
MDA-143,680.94104,-2048.0,17.03746,0.0,128,128,127,128,128,127,128,128,127,5.46875,5.46875,3.27,5.46875,5.46875,3.27,5.46875,5.46875,3.27
MDA-146,1139.3843,-2048.0,17.715862,0.0,128,128,87,128,128,87,128,128,87,5.46875,5.46875,3.27,5.46875,5.46875,3.27,5.46875,5.46875,3.27
MDA-147,833.9006,-2048.0,15.696204,0.0,128,128,127,128,128,127,128,128,127,5.46875,5.46875,3.27,5.46875,5.46875,3.27,5.46875,5.46875,3.27
MDA-148,912.4432,-2048.0,19.54276,0.0,128,128,127,128,128,127,128,128,127,5.46875,5.46875,3.27,5.46875,5.46875,3.27,5.46875,5.46875,3.27
MDA-149,1140.0178,-2048.0,12.416265,0.0,192,192,119,192,192,119,192,192,119,3.6458333,3.6458333,3.27,3.6458333,3.6458333,3.27,3.6458333,3.6458333,3.27
MDA-150,765.0484,-2048.0,15.472688,0.0,128,128,127,128,128,127,128,128,127,5.46875,5.46875,3.27,5.46875,5.46875,3.27,5.46875,5.46875,3.27
MDA-151,1265.3379,-2048.0,15.089895,0.0,128,128,127,128,128,127,128,128,127,5.46875,5.46875,3.27,5.46875,5.46875,3.27,5.46875,5.46875,3.27
MDA-152,970.96405,-2048.0,24.053669,0.0,128,128,127,128,128,127,128,128,127,5.46875,5.46875,3.27,5.46875,5.46875,3.27,5.46875,5.46875,3.27
MDA-153,844.5784,-2048.0,46.106102,0.0,128,128,287,128,128,287,128,128,287,5.46875,5.46875,3.27,5.46875,5.46875,3.27,5.46875,5.46875,3.27
MDA-154,804.48944,-2048.0,24.71676,0.0,128,128,127,128,128,127,128,128,127,5.46875,5.46875,3.27,5.46875,5.46875,3.27,5.46875,5.46875,3.27
MDA-155,746.7227,-2048.0,20.842863,0.0,128,128,127,128,128,127,128,128,127,5.46875,5.46875,3.27,5.46875,5.46875,3.27,5.46875,5.46875,3.27
MDA-156,860.7968,-2048.0,6.948071,0.0,128,128,127,128,128,127,128,128,127,5.46875,5.46875,3.27,5.46875,5.46875,3.27,5.46875,5.46875,3.27
MDA-159,741.1779,-2048.0,17.396666,0.0,128,128,127,128,128,127,128,128,127,5.46875,5.46875,3.27,5.46875,5.46875,3.27,5.46875,5.46875,3.27
MDA-160,838.6254,-2048.0,12.588825,0.0,128,128,127,128,128,127,128,128,127,5.46875,5.46875,3.27,5.46875,5.46875,3.27,5.46875,5.46875,3.27
MDA-161,3071.0,-2048.0,20.478367,0.0,128,128,299,128,128,299,128,128,299,5.46875,5.46875,3.2698658,5.46875,5.46875,3.2698658,5.46875,5.46875,3.2698658
MDA-162,844.0452,-2048.0,19.915613,0.0,128,128,87,128,128,87,128,128,87,5.46875,5.46875,3.2700002,5.46875,5.46875,3.2700002,5.46875,5.46875,3.2700002
MDA-163,1106.8699,-2048.0,83.70542,0.0,128,128,311,128,128,311,128,128,311,5.46875,5.46875,3.2700646,5.46875,5.46875,3.2700646,5.46875,5.46875,3.2700646
MDA-165,935.8152,-2048.0,19.21572,0.0,128,128,127,128,128,127,128,128,127,5.46875,5.46875,3.27,5.46875,5.46875,3.27,5.46875,5.46875,3.27
MDA-166,1045.9209,-2048.0,18.202833,0.0,128,128,91,128,128,91,128,128,91,5.46875,5.46875,3.2702222,5.46875,5.46875,3.2702222,5.46875,5.46875,3.2702222
MDA-167,961.4441,-2048.0,19.280216,0.0,128,128,91,128,128,91,128,128,91,5.46875,5.46875,3.2702222,5.46875,5.46875,3.2702222,5.46875,5.46875,3.2702222
MDA-169,1185.537,-2048.0,15.922708,0.0,128,128,91,128,128,91,128,128,91,5.46875,5.46875,3.2702222,5.46875,5.46875,3.2702222,5.46875,5.46875,3.2702222
MDA-170,880.5033,-2048.0,47.026123,0.0,128,128,311,128,128,311,128,128,311,5.46875,5.46875,3.2700646,5.46875,5.46875,3.2700646,5.46875,5.46875,3.2700646
MDA-171,804.4009,-2048.0,18.080256,0.0,128,128,91,128,128,91,128,128,91,5.46875,5.46875,3.2702222,5.46875,5.46875,3.2702222,5.46875,5.46875,3.2702222
MDA-172,1103.7117,-2048.0,22.242422,0.0,128,128,127,128,128,127,128,128,127,5.46875,5.46875,3.27,5.46875,5.46875,3.27,5.46875,5.46875,3.27
MDA-173,892.1712,-2048.0,18.948523,0.0,128,128,91,128,128,91,128,128,91,5.46875,5.46875,3.2702222,5.46875,5.46875,3.2702222,5.46875,5.46875,3.2702222
MDA-174,780.3084,-2048.0,12.501635,0.0,128,128,87,128,128,87,128,128,87,5.46875,5.46875,3.2700002,5.46875,5.46875,3.2700002,5.46875,5.46875,3.2700002
MDA-175,1015.50287,-2048.0,140.70004,0.0,128,128,311,128,128,311,128,128,311,5.46875,5.46875,3.2700644,5.46875,5.46875,3.2700644,5.46875,5.46875,3.2700644
MDA-177,1891.3783,-2048.0,14.266745,0.0,128,128,127,128,128,127,128,128,127,5.46875,5.46875,3.27,5.46875,5.46875,3.27,5.46875,5.46875,3.27
MDA-178,1105.1084,-2048.0,56.249813,0.0,128,128,247,128,128,247,128,128,247,5.46875,5.46875,3.2700002,5.46875,5.46875,3.2700002,5.46875,5.46875,3.2700002
MDA-179,910.1699,-2048.0,15.401839,0.0,128,128,127,128,128,127,128,128,127,5.46875,5.46875,3.27,5.46875,5.46875,3.27,5.46875,5.46875,3.27
MDA-180,825.7665,-2048.0,13.496209,0.0,128,128,127,128,128,127,128,128,127,5.46875,5.46875,3.27,5.46875,5.46875,3.27,5.46875,5.46875,3.27
MDA-181,1101.6648,-2048.0,17.667149,0.0,128,128,127,128,128,127,128,128,127,5.46875,5.46875,3.27,5.46875,5.46875,3.27,5.46875,5.46875,3.27
MDA-182,1582.7854,-2048.0,15.476222,0.0,128,128,91,128,128,91,128,128,91,5.46875,5.46875,3.2702222,5.46875,5.46875,3.2702222,5.46875,5.46875,3.2702222
MDA-183,901.53674,-2048.0,14.3492155,0.0,128,128,127,128,128,127,128,128,127,5.46875,5.46875,3.27,5.46875,5.46875,3.27,5.46875,5.46875,3.27
MDA-184,899.00696,-2048.0,23.508276,0.0,128,128,127,128,128,127,128,128,127,5.46875,5.46875,3.27,5.46875,5.46875,3.27,5.46875,5.46875,3.27
MDA-185,1084.2095,-2048.0,18.839697,0.0,128,128,127,128,128,127,128,128,127,5.46875,5.46875,3.27,5.46875,5.46875,3.27,5.46875,5.46875,3.27
MDA-186,771.3326,-2048.0,14.681146,0.0,128,128,127,128,128,127,128,128,127,5.46875,5.46875,3.27,5.46875,5.46875,3.27,5.46875,5.46875,3.27
MDA-188,1109.0851,-2048.0,50.172607,0.0,128,128,311,128,128,311,128,128,311,5.46875,5.46875,3.2700646,5.46875,5.46875,3.2700646,5.46875,5.46875,3.2700646
MDA-190,3071.0,-3024.0,43.75281,0.0,128,128,311,128,128,311,128,128,311,5.46875,5.46875,3.2700644,5.46875,5.46875,3.2700644,5.46875,5.46875,3.2700644
MDA-192,801.71326,-2048.0,9.918207,0.0,128,128,127,128,128,127,128,128,127,5.46875,5.46875,3.27,5.46875,5.46875,3.27,5.46875,5.46875,3.27
MDA-194,1258.2031,-2048.0,66.36789,0.0,128,128,287,128,128,287,128,128,287,5.46875,5.46875,3.27,5.46875,5.46875,3.27,5.46875,5.46875,3.27
MDA-196,686.12714,-2048.0,14.172182,0.0,128,128,127,128,128,127,128,128,127,5.46875,5.46875,3.27,5.46875,5.46875,3.27,5.46875,5.46875,3.27
MDA-197,952.79474,-2048.0,17.278263,0.0,128,128,127,128,128,127,128,128,127,5.46875,5.46875,3.27,5.46875,5.46875,3.27,5.46875,5.46875,3.27
MDA-198,885.266,-2048.0,16.720764,0.0,128,128,127,128,128,127,128,128,127,5.46875,5.46875,3.27,5.46875,5.46875,3.27,5.46875,5.46875,3.27
MDA-199,744.4605,-2048.0,17.423378,0.0,128,128,127,128,128,127,128,128,127,5.46875,5.46875,3.27,5.46875,5.46875,3.27,5.46875,5.46875,3.27
MDA-200,898.6158,-2048.0,75.28315,0.0,128,128,267,128,128,267,128,128,267,5.46875,5.46875,3.27,5.46875,5.46875,3.27,5.46875,5.46875,3.27
MDA-201,1244.2396,-2048.0,13.761185,0.0,128,128,127,128,128,127,128,128,127,5.46875,5.46875,3.27,5.46875,5.46875,3.27,5.46875,5.46875,3.27
CHUM-001,1232.23,-3024.0,19.47359,0.0,128,128,91,128,128,91,128,128,91,3.515625,3.515625,3.2702222,3.515625,3.515625,3.2702222,3.515625,3.515625,3.2702222
CHUM-013,881.02496,-1024.0,20.623814,0.0,128,128,263,128,128,263,128,128,263,5.46875,5.46875,3.2699237,5.46875,5.46875,3.2699237,5.46875,5.46875,3.2699237
CHUM-017,1240.208,-3024.0,19.160797,0.0,128,128,119,128,128,119,128,128,119,3.515625,3.515625,3.269661,3.515625,3.515625,3.269661,3.515625,3.515625,3.269661
CHUM-026,1235.7109,-1000.0,16.406158,0.0,128,128,119,128,128,119,128,128,119,3.515625,3.515625,3.269661,3.515625,3.515625,3.269661,3.515625,3.515625,3.269661
CHUM-039,914.51776,-1024.0,12.624901,0.0,144,144,87,144,144,87,144,144,87,4.0,4.0,3.9999998,4.0,4.0,3.9999998,4.0,4.0,3.9999998
CHUM-041,1054.4471,-1024.0,10.985853,0.0,144,144,87,144,144,87,144,144,87,4.0,4.0,3.9999998,4.0,4.0,3.9999998,4.0,4.0,3.9999998
CHUM-042,923.8975,-1024.0,117.342575,0.0,144,144,87,144,144,87,144,144,87,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0
CHUM-053,608.7044,-1024.0,16.307217,0.0,144,144,87,144,144,87,144,144,87,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0
CHUM-059,891.6189,-1024.0,11.543904,0.0,144,144,87,144,144,87,144,144,87,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0
CHUM-060,1256.1188,-1024.0,15.127545,0.0,144,144,87,144,144,87,144,144,87,4.0,4.0,3.9999998,4.0,4.0,3.9999998,4.0,4.0,3.9999998
CHUM-064,842.1033,-1024.0,14.080267,0.0,144,144,87,144,144,87,144,144,87,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0
CHUP-009,1215.8807,-1024.0,48.068436,0.0,200,200,481,200,200,481,200,200,481,4.07283,4.07283,2.027,4.07283,4.07283,2.027,4.07283,4.07283,2.027
CHUP-013,1303.0983,-1024.0,16.262712,0.0,200,200,419,200,200,419,200,200,419,4.07283,4.07283,2.027,4.07283,4.07283,2.027,4.07283,4.07283,2.027
CHUP-015,748.68823,-1024.0,98.54489,0.0,200,200,357,200,200,357,200,200,357,4.07283,4.07283,2.027,4.07283,4.07283,2.027,4.07283,4.07283,2.027
CHUP-026,1311.2234,-1024.0,75.040825,0.0,200,200,481,200,200,481,200,200,481,4.07283,4.07283,2.026996,4.07283,4.07283,2.026996,4.07283,4.07283,2.026996
CHUP-037,1261.7278,-1024.0,73.21054,0.0,200,200,481,200,200,481,200,200,481,4.07283,4.07283,2.027,4.07283,4.07283,2.027,4.07283,4.07283,2.027
CHUP-038,1476.3802,-1024.0,66.070946,0.0,200,200,419,200,200,419,200,200,419,4.07283,4.07283,2.027,4.07283,4.07283,2.027,4.07283,4.07283,2.027
CHUP-047,956.43414,-1024.0,16.840528,0.0,200,200,543,200,200,543,200,200,543,4.07283,4.07283,2.0269926,4.07283,4.07283,2.0269926,4.07283,4.07283,2.0269926
CHUP-049,3070.9565,-1024.0,75.21568,0.0,200,200,543,200,200,543,200,200,543,4.07283,4.07283,2.027,4.07283,4.07283,2.027,4.07283,4.07283,2.027
CHUP-051,1776.2578,-1024.0,92.71541,0.0,200,200,481,200,200,481,200,200,481,4.07283,4.07283,2.0270061,4.07283,4.07283,2.0270061,4.07283,4.07283,2.0270061
CHUP-052,1178.2633,-1024.0,66.18402,0.0,200,200,419,200,200,419,200,200,419,4.07283,4.07283,2.027,4.07283,4.07283,2.027,4.07283,4.07283,2.027
CHUP-062,1627.638,-1024.0,114.13687,0.0,200,200,481,200,200,481,200,200,481,4.07283,4.07283,2.027,4.07283,4.07283,2.027,4.07283,4.07283,2.027
CHUP-063,2853.287,-1024.0,31.411497,0.0,200,200,481,200,200,481,200,200,481,4.07283,4.07283,2.027,4.07283,4.07283,2.027,4.07283,4.07283,2.027
CHUP-064,1027.3894,-1024.0,224.78987,0.0,200,200,419,200,200,419,200,200,419,4.07283,4.07283,2.027,4.07283,4.07283,2.027,4.07283,4.07283,2.027
CHUP-074,1319.9585,-1024.0,21.598993,0.0,200,200,419,200,200,419,200,200,419,4.07283,4.07283,2.027,4.07283,4.07283,2.027,4.07283,4.07283,2.027
CHUP-075,3069.0,-1024.0,58.880543,0.0,200,200,419,200,200,419,200,200,419,4.07283,4.07283,2.027,4.07283,4.07283,2.027,4.07283,4.07283,2.027
CHUS-007,570.81616,-1024.0,130.08464,0.0,144,144,234,144,144,234,144,144,234,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0
CHUS-008,841.1541,-1024.0,64.84266,0.0,144,144,234,144,144,234,144,144,234,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0
CHUS-020,859.30585,-1024.0,14.944285,0.0,144,144,233,144,144,233,144,144,233,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0
CHUS-022,819.3195,-1024.0,132.04453,0.0,144,144,255,144,144,255,144,144,255,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0
CHUS-047,791.31366,-1024.0,12.674286,0.0,144,144,234,144,144,234,144,144,234,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0
CHUS-050,795.70795,-1024.0,25.30515,0.0,144,144,255,144,144,255,144,144,255,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0
CHUS-066,608.30444,-1024.0,15.4445,0.0,144,144,255,144,144,255,144,144,255,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0
CHUS-067,629.9028,-1024.0,33.012054,0.0,144,144,234,144,144,234,144,144,234,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0
CHUS-078,813.2143,-1024.0,11.293491,0.0,144,144,254,144,144,254,144,144,254,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0
CHUS-080,638.0073,-1024.0,82.01232,0.0,144,144,234,144,144,234,144,144,234,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0
CHUS-085,735.1765,-1024.0,24.609886,0.0,144,144,255,144,144,255,144,144,255,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0
CHUS-089,705.7744,-1024.0,51.89603,0.0,144,144,254,144,144,254,144,144,254,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0
CHUS-097,880.07965,-1024.0,137.1164,0.0,144,144,255,144,144,255,144,144,255,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0
CHUS-098,924.92114,-1024.0,28.525036,0.0,144,144,255,144,144,255,144,144,255,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0
CHUV-001,916.0177,-3024.0,12.786501,0.0,256,256,155,256,256,155,256,256,155,2.734375,2.734375,3.27,2.734375,2.734375,3.27,2.734375,2.734375,3.27
CHUV-011,1414.9736,-3024.0,29.913239,0.0,256,256,335,256,256,335,256,256,335,2.734375,2.734375,3.27,2.734375,2.734375,3.27,2.734375,2.734375,3.27
CHUV-026,3070.9014,-3024.0,17.628872,0.0,256,256,335,256,256,335,256,256,335,2.734375,2.734375,3.27,2.734375,2.734375,3.27,2.734375,2.734375,3.27
CHUV-030,1488.7533,-3024.0,22.359085,0.0,256,256,119,256,256,119,256,256,119,2.734375,2.734375,3.27,2.734375,2.734375,3.27,2.734375,2.734375,3.27
CHUV-031,1448.9795,-3024.0,43.455788,0.0,256,256,335,256,256,335,256,256,335,2.734375,2.734375,3.27,2.734375,2.734375,3.27,2.734375,2.734375,3.27
CHUV-033,1085.8977,-3024.0,14.480991,0.0,256,256,119,256,256,119,256,256,119,2.734375,2.734375,3.27,2.734375,2.734375,3.27,2.734375,2.734375,3.27
CHUV-034,2097.8235,-3024.0,114.53552,0.0,256,256,335,256,256,335,256,256,335,2.734375,2.734375,3.27,2.734375,2.734375,3.27,2.734375,2.734375,3.27
CHUV-037,1178.1838,-3024.0,28.756748,0.0,256,256,119,256,256,119,256,256,119,2.734375,2.734375,3.27,2.734375,2.734375,3.27,2.734375,2.734375,3.27
CHUV-041,2812.0383,-3024.0,16.30704,0.0,256,256,335,256,256,335,256,256,335,2.734375,2.734375,3.27,2.734375,2.734375,3.27,2.734375,2.734375,3.27
CHUV-042,1138.0011,-3024.0,11.676089,0.0,256,256,119,256,256,119,256,256,119,2.734375,2.734375,3.27,2.734375,2.734375,3.27,2.734375,2.734375,3.27
HGJ-035,1243.3744,-3024.0,19.89914,0.0,128,128,91,128,128,91,128,128,91,3.515625,3.515625,3.2702222,3.515625,3.515625,3.2702222,3.515625,3.515625,3.2702222
HGJ-039,1221.8259,-3024.0,72.590195,0.0,128,128,91,128,128,91,128,128,91,3.515625,3.515625,3.2702222,3.515625,3.515625,3.2702222,3.515625,3.515625,3.2702222
